postcode,income
3980,"$1,501"
2517,"$1,502"
3192,"$1,502"
5049,"$1,502"
4034,"$1,503"
3109,"$1,504"
3024,"$1,505"
4404,"$1,508"
4754,"$1,509"
2533,"$1,510"
5067,"$1,510"
2753,"$1,511"
6035,"$1,511"
6104,"$1,511"
4811,"$1,512"
5050,"$1,512"
3049,"$1,513"
2534,"$1,514"
3857,"$1,516"
7017,"$1,516"
2565,"$1,518"
3788,"$1,518"
6256,"$1,519"
4157,"$1,520"
2568,"$1,521"
3194,"$1,521"
6507,"$1,521"
2526,"$1,522"
3913,"$1,523"
4721,"$1,523"
837,"$1,524"
2627,"$1,524"
3163,"$1,524"
6232,"$1,527"
7007,"$1,527"
4113,"$1,530"
3148,"$1,531"
2219,"$1,532"
6284,"$1,532"
3926,"$1,533"
6162,"$1,533"
3688,"$1,534"
2738,"$1,535"
3071,"$1,535"
2128,"$1,536"
2211,"$1,536"
2216,"$1,540"
5159,"$1,540"
3129,"$1,541"
4275,"$1,542"
4455,"$1,542"
5139,"$1,542"
6425,"$1,542"
3087,"$1,543"
3775,"$1,543"
3197,"$1,547"
3789,"$1,547"
7054,"$1,547"
6160,"$1,548"
6609,"$1,549"
6112,"$1,552"
2116,"$1,553"
3766,"$1,553"
3212,"$1,557"
4118,"$1,557"
4553,"$1,559"
2218,"$1,560"
3977,"$1,560"
5242,"$1,561"
3704,"$1,562"
6123,"$1,562"
6467,"$1,562"
7021,"$1,562"
2208,"$1,564"
5360,"$1,564"
2176,"$1,567"
860,"$1,570"
5125,"$1,570"
6021,"$1,570"
2566,"$1,571"
5082,"$1,571"
3170,"$1,572"
3220,"$1,573"
3357,"$1,573"
3429,"$1,573"
3781,"$1,573"
2083,"$1,574"
2117,"$1,574"
2574,"$1,578"
3029,"$1,578"
3910,"$1,579"
5063,"$1,579"
2212,"$1,580"
2305,"$1,581"
2525,"$1,581"
2529,"$1,582"
3792,"$1,583"
6282,"$1,583"
3166,"$1,584"
4036,"$1,584"
3173,"$1,585"
3023,"$1,586"
4817,"$1,588"
6066,"$1,588"
3501,"$1,590"
2222,"$1,591"
2572,"$1,591"
3107,"$1,591"
3150,"$1,591"
4017,"$1,591"
4161,"$1,591"
4481,"$1,593"
5158,"$1,593"
3138,"$1,594"
3756,"$1,594"
4122,"$1,594"
6148,"$1,596"
6180,"$1,596"
2133,"$1,597"
2318,"$1,598"
4502,"$1,599"
5069,"$1,599"
2207,"$1,602"
3152,"$1,602"
3213,"$1,602"
2581,"$1,603"
2747,"$1,603"
3156,"$1,603"
3767,"$1,603"
2289,"$1,605"
3052,"$1,605"
3135,"$1,606"
4054,"$1,606"
3044,"$1,607"
5136,"$1,607"
3058,"$1,608"
3856,"$1,609"
839,"$1,611"
3275,"$1,611"
2217,"$1,612"
3750,"$1,612"
3190,"$1,613"
3341,"$1,613"
4103,"$1,613"
6022,"$1,614"
3179,"$1,615"
6101,"$1,616"
2147,"$1,617"
5243,"$1,617"
3783,"$1,618"
4006,"$1,618"
4129,"$1,619"
6532,"$1,619"
2115,"$1,620"
3328,"$1,621"
3434,"$1,622"
2017,"$1,623"
3182,"$1,623"
3631,"$1,624"
3805,"$1,624"
6605,"$1,624"
5144,"$1,625"
5653,"$1,625"
6358,"$1,625"
6412,"$1,625"
6513,"$1,625"
3031,"$1,626"
2835,"$1,628"
4107,"$1,628"
6030,"$1,629"
6077,"$1,629"
3691,"$1,631"
2131,"$1,632"
3929,"$1,632"
5076,"$1,632"
2321,"$1,633"
4059,"$1,634"
6057,"$1,635"
6157,"$1,635"
3130,"$1,636"
5041,"$1,636"
6281,"$1,636"
3551,"$1,637"
2421,"$1,638"
2036,"$1,639"
2152,"$1,639"
2330,"$1,639"
4078,"$1,639"
2258,"$1,640"
3281,"$1,640"
3149,"$1,643"
4173,"$1,643"
2122,"$1,645"
3770,"$1,646"
4119,"$1,648"
3132,"$1,650"
3331,"$1,651"
2228,"$1,653"
2300,"$1,653"
5142,"$1,653"
3038,"$1,654"
3614,"$1,654"
2778,"$1,655"
3796,"$1,655"
5609,"$1,655"
6361,"$1,656"
6707,"$1,657"
4742,"$1,658"
4722,"$1,661"
6024,"$1,662"
6152,"$1,662"
4306,"$1,663"
3133,"$1,664"
2765,"$1,665"
4104,"$1,665"
6233,"$1,665"
4174,"$1,669"
4213,"$1,669"
4120,"$1,671"
4124,"$1,671"
6501,"$1,671"
4013,"$1,672"
4159,"$1,673"
5081,"$1,675"
6125,"$1,675"
3030,"$1,676"
4105,"$1,676"
6207,"$1,676"
4818,"$1,677"
6237,"$1,677"
6556,"$1,677"
3211,"$1,678"
3321,"$1,678"
5263,"$1,678"
5350,"$1,678"
7053,"$1,678"
6100,"$1,679"
3154,"$1,680"
3183,"$1,680"
4723,"$1,680"
5131,"$1,680"
2193,"$1,681"
4803,"$1,681"
3854,"$1,682"
4500,"$1,683"
3037,"$1,684"
5153,"$1,685"
2798,"$1,687"
4165,"$1,687"
6574,"$1,687"
2900,"$1,688"
3160,"$1,688"
4212,"$1,688"
5034,"$1,692"
2558,"$1,693"
5006,"$1,693"
2150,"$1,696"
3085,"$1,697"
3442,"$1,697"
6174,"$1,697"
3795,"$1,698"
3695,"$1,699"
6076,"$1,699"
2556,"$1,700"
4824,"$1,700"
3782,"$1,701"
3812,"$1,703"
4209,"$1,705"
5089,"$1,705"
6053,"$1,705"
4300,"$1,706"
3765,"$1,707"
3934,"$1,707"
4116,"$1,707"
3916,"$1,708"
6725,"$1,708"
2151,"$1,709"
4123,"$1,709"
4179,"$1,709"
6236,"$1,710"
2145,"$1,712"
3066,"$1,712"
5371,"$1,712"
3065,"$1,715"
6036,"$1,715"
4680,"$1,716"
828,"$1,718"
2777,"$1,718"
6172,"$1,718"
6124,"$1,719"
2175,"$1,720"
2626,"$1,720"
3032,"$1,720"
6154,"$1,721"
2140,"$1,723"
2757,"$1,723"
4352,"$1,723"
2136,"$1,724"
2146,"$1,724"
3056,"$1,724"
3928,"$1,724"
4010,"$1,724"
5231,"$1,724"
3057,"$1,726"
4012,"$1,726"
4750,"$1,727"
5155,"$1,727"
3116,"$1,728"
3335,"$1,728"
4000,"$1,728"
4101,"$1,728"
4751,"$1,728"
5157,"$1,729"
4068,"$1,730"
2620,"$1,731"
3103,"$1,731"
6227,"$1,732"
2213,"$1,733"
4117,"$1,733"
3791,"$1,734"
3165,"$1,735"
2035,"$1,736"
6005,"$1,736"
3088,"$1,739"
3752,"$1,739"
2756,"$1,741"
3094,"$1,742"
3754,"$1,742"
4512,"$1,742"
2767,"$1,743"
3036,"$1,743"
3227,"$1,744"
4210,"$1,745"
6631,"$1,749"
850,"$1,751"
2037,"$1,752"
3758,"$1,752"
3806,"$1,752"
2766,"$1,756"
2167,"$1,757"
2335,"$1,758"
4053,"$1,759"
6170,"$1,762"
2205,"$1,763"
3228,"$1,763"
3433,"$1,763"
6003,"$1,765"
3003,"$1,766"
3240,"$1,766"
6074,"$1,767"
2224,"$1,768"
5062,"$1,769"
4718,"$1,772"
6432,"$1,772"
3158,"$1,773"
3937,"$1,774"
2606,"$1,777"
6082,"$1,777"
2582,"$1,778"
4066,"$1,779"
2776,"$1,781"
6414,"$1,781"
6575,"$1,781"
2050,"$1,782"
2114,"$1,783"
3111,"$1,783"
4115,"$1,784"
6743,"$1,785"
5250,"$1,787"
841,"$1,789"
4151,"$1,789"
3761,"$1,790"
4280,"$1,791"
6446,"$1,792"
2206,"$1,793"
6156,"$1,795"
4031,"$1,796"
5064,"$1,799"
5117,"$1,799"
2260,"$1,801"
3204,"$1,801"
4169,"$1,802"
6176,"$1,802"
2099,"$1,805"
6052,"$1,805"
6084,"$1,806"
875,"$1,807"
2077,"$1,807"
2112,"$1,809"
3438,"$1,810"
2203,"$1,811"
2204,"$1,812"
3428,"$1,812"
6165,"$1,812"
3084,"$1,813"
3122,"$1,813"
3141,"$1,813"
2033,"$1,814"
3181,"$1,816"
3202,"$1,816"
4516,"$1,816"
5137,"$1,818"
5156,"$1,818"
3195,"$1,819"
2016,"$1,821"
3093,"$1,822"
6027,"$1,822"
3040,"$1,825"
6000,"$1,827"
4011,"$1,828"
5052,"$1,829"
7258,"$1,829"
3185,"$1,830"
4715,"$1,830"
3099,"$1,831"
4208,"$1,831"
2291,"$1,833"
6032,"$1,833"
2118,"$1,834"
3431,"$1,834"
4030,"$1,834"
4160,"$1,834"
2138,"$1,835"
4112,"$1,835"
4521,"$1,837"
5051,"$1,837"
7024,"$1,838"
4509,"$1,840"
4270,"$1,841"
3205,"$1,842"
3147,"$1,844"
2132,"$1,846"
3440,"$1,848"
3159,"$1,849"
6069,"$1,849"
2214,"$1,851"
3006,"$1,852"
2232,"$1,853"
6175,"$1,853"
3760,"$1,854"
6373,"$1,854"
6390,"$1,855"
2229,"$1,856"
3078,"$1,856"
3008,"$1,858"
6799,"$1,859"
2011,"$1,861"
3039,"$1,861"
4014,"$1,861"
5141,"$1,862"
3944,"$1,863"
3809,"$1,864"
3978,"$1,864"
6012,"$1,864"
6166,"$1,864"
4128,"$1,865"
6071,"$1,866"
6083,"$1,867"
3070,"$1,868"
6004,"$1,868"
4504,"$1,874"
2749,"$1,875"
5651,"$1,875"
6033,"$1,875"
6122,"$1,880"
6025,"$1,881"
2135,"$1,883"
2761,"$1,883"
3437,"$1,883"
3145,"$1,884"
5138,"$1,888"
5632,"$1,888"
7020,"$1,889"
3178,"$1,892"
3184,"$1,892"
6050,"$1,894"
4051,"$1,895"
4720,"$1,895"
2516,"$1,896"
2231,"$1,898"
6031,"$1,902"
6055,"$1,902"
4228,"$1,903"
3041,"$1,905"
2230,"$1,906"
3217,"$1,906"
5133,"$1,906"
2617,"$1,907"
2067,"$1,909"
2615,"$1,911"
2774,"$1,911"
3162,"$1,911"
6081,"$1,912"
2759,"$1,916"
2902,"$1,916"
3106,"$1,916"
2113,"$1,917"
4007,"$1,918"
2223,"$1,919"
6065,"$1,920"
2101,"$1,926"
3096,"$1,927"
3807,"$1,928"
6171,"$1,928"
2602,"$1,930"
5061,"$1,931"
2178,"$1,935"
4164,"$1,936"
6072,"$1,937"
2130,"$1,940"
2614,"$1,940"
3753,"$1,940"
6019,"$1,941"
6018,"$1,942"
6038,"$1,942"
2000,"$1,943"
2569,"$1,943"
6726,"$1,944"
2221,"$1,946"
4075,"$1,946"
3975,"$1,947"
6161,"$1,949"
6149,"$1,950"
2752,"$1,952"
4753,"$1,952"
5132,"$1,952"
6151,"$1,952"
2020,"$1,955"
6016,"$1,957"
829,"$1,958"
4074,"$1,958"
4152,"$1,959"
7170,"$1,960"
870,"$1,963"
2049,"$1,968"
5152,"$1,968"
6150,"$1,968"
3786,"$1,971"
3123,"$1,976"
2159,"$1,977"
6034,"$1,982"
2157,"$1,985"
2903,"$1,985"
6026,"$1,986"
6164,"$1,987"
6070,"$1,988"
3143,"$1,990"
3161,"$1,990"
3054,"$1,991"
6078,"$1,991"
3104,"$1,996"
2111,"$1,999"
2103,"$2,001"
3067,"$2,001"
2612,"$2,004"
2127,"$2,005"
3787,"$2,005"
2515,"$2,006"
3004,"$2,006"
6155,"$2,007"
3016,"$2,008"
2570,"$2,009"
3188,"$2,010"
3759,"$2,012"
3121,"$2,015"
4130,"$2,021"
6014,"$2,021"
2080,"$2,022"
4711,"$2,026"
5232,"$2,026"
812,"$2,028"
2019,"$2,028"
3933,"$2,028"
3079,"$2,029"
3059,"$2,030"
3930,"$2,030"
4172,"$2,030"
4121,"$2,031"
2758,"$2,032"
830,"$2,035"
3662,"$2,035"
6442,"$2,037"
3068,"$2,039"
2905,"$2,040"
2763,"$2,042"
2233,"$2,044"
3013,"$2,047"
2121,"$2,048"
2227,"$2,051"
2762,"$2,051"
6158,"$2,051"
4005,"$2,054"
6153,"$2,055"
2108,"$2,058"
2571,"$2,059"
3432,"$2,062"
2912,"$2,065"
3187,"$2,065"
4170,"$2,065"
2106,"$2,066"
3441,"$2,068"
2042,"$2,070"
5066,"$2,070"
3015,"$2,071"
3063,"$2,071"
2748,"$2,072"
6006,"$2,074"
2607,"$2,084"
3089,"$2,089"
6226,"$2,090"
2567,"$2,091"
2044,"$2,092"
2171,"$2,093"
4153,"$2,094"
4055,"$2,096"
2046,"$2,098"
2773,"$2,098"
4035,"$2,100"
2906,"$2,103"
5154,"$2,103"
810,"$2,107"
6008,"$2,107"
5151,"$2,109"
2137,"$2,110"
4825,"$2,114"
2082,"$2,120"
2557,"$2,121"
2611,"$2,124"
3191,"$2,124"
6480,"$2,124"
5150,"$2,125"
886,"$2,127"
4070,"$2,128"
3221,"$2,133"
6020,"$2,138"
6798,"$2,141"
6023,"$2,142"
3808,"$2,144"
3091,"$2,147"
2913,"$2,149"
3102,"$2,149"
2010,"$2,150"
3095,"$2,150"
4745,"$2,152"
2022,"$2,157"
2173,"$2,157"
2153,"$2,158"
2102,"$2,160"
2508,"$2,162"
4061,"$2,163"
6007,"$2,163"
2045,"$2,164"
2226,"$2,165"
3804,"$2,165"
838,"$2,169"
6010,"$2,170"
6159,"$2,173"
2745,"$2,174"
4874,"$2,174"
2048,"$2,179"
3193,"$2,179"
2064,"$2,183"
4717,"$2,184"
6430,"$2,186"
3207,"$2,190"
4064,"$2,190"
6710,"$2,190"
6437,"$2,191"
3127,"$2,192"
3124,"$2,195"
3146,"$2,195"
2158,"$2,198"
2105,"$2,202"
3101,"$2,206"
5140,"$2,208"
2100,"$2,214"
874,"$2,219"
2154,"$2,219"
2604,"$2,220"
3027,"$2,220"
2601,"$2,222"
6121,"$2,222"
2031,"$2,226"
2085,"$2,228"
880,"$2,230"
6029,"$2,230"
853,"$2,236"
6173,"$2,238"
2107,"$2,250"
6422,"$2,250"
6447,"$2,250"
3113,"$2,252"
835,"$2,253"
4073,"$2,254"
3097,"$2,255"
2904,"$2,260"
800,"$2,264"
2079,"$2,268"
2029,"$2,270"
2040,"$2,273"
2605,"$2,273"
2097,"$2,274"
2034,"$2,277"
2009,"$2,280"
2174,"$2,280"
3002,"$2,285"
2087,"$2,287"
4060,"$2,289"
6028,"$2,289"
2120,"$2,291"
3206,"$2,301"
2081,"$2,304"
3144,"$2,306"
4520,"$2,306"
6009,"$2,306"
3142,"$2,311"
2072,"$2,313"
2060,"$2,316"
2026,"$2,325"
2096,"$2,328"
2038,"$2,337"
820,"$2,341"
2066,"$2,344"
2089,"$2,349"
2047,"$2,353"
832,"$2,356"
834,"$2,361"
2062,"$2,361"
2090,"$2,367"
4037,"$2,368"
2618,"$2,369"
2015,"$2,375"
2093,"$2,382"
6181,"$2,386"
2914,"$2,388"
4171,"$2,392"
2603,"$2,395"
2021,"$2,399"
2234,"$2,400"
2768,"$2,400"
4069,"$2,403"
4746,"$2,405"
2156,"$2,408"
3186,"$2,410"
2061,"$2,415"
2065,"$2,416"
4744,"$2,421"
836,"$2,422"
6722,"$2,422"
3126,"$2,440"
2126,"$2,443"
6751,"$2,443"
2095,"$2,449"
2024,"$2,450"
3115,"$2,452"
2621,"$2,457"
2084,"$2,467"
2076,"$2,469"
2600,"$2,474"
4155,"$2,476"
4743,"$2,477"
5725,"$2,477"
2028,"$2,478"
2043,"$2,482"
2911,"$2,486"
4154,"$2,486"
6753,"$2,502"
2086,"$2,511"
4156,"$2,514"
2088,"$2,522"
6716,"$2,525"
2025,"$2,529"
2074,"$2,531"
2071,"$2,532"
4065,"$2,538"
2075,"$2,542"
2155,"$2,569"
3090,"$2,588"
2225,"$2,615"
2094,"$2,620"
2027,"$2,628"
2070,"$2,628"
6714,"$2,634"
2769,"$2,649"
3114,"$2,660"
2041,"$2,672"
2125,"$2,675"
2172,"$2,685"
2119,"$2,693"
2068,"$2,735"
2110,"$2,739"
6754,"$2,750"
6720,"$2,765"
6011,"$2,782"
2030,"$2,815"
2619,"$2,820"
2069,"$2,846"
2039,"$2,873"
2023,"$2,892"
6015,"$2,925"
2073,"$3,010"
6721,"$3,104"
885,"$3,207"
6713,"$3,284"
2063,"$3,344"
2092,"$3,384"
4709,"$3,528"
6484,$424
5160,$466
5734,$468
5106,$471
3921,$477
7257,$537
3889,$545
3053,$572
4345,$574
3520,$575
7466,$612
840,$620
3026,$630
7213,$640
3895,$671
3472,$674
3475,$675
2834,$676
6252,$682
3423,$685
7264,$686
6042,$687
2306,$689
2475,$695
6397,$706
4184,$707
2848,$708
5722,$708
5320,$709
5422,$710
2395,$715
7214,$717
2846,$719
3540,$720
2466,$723
4706,$724
2371,$725
3482,$725
4612,$725
5421,$725
5521,$725
6628,$725
7261,$725
4580,$726
3518,$727
4383,$731
5354,$732
3392,$736
4613,$736
5730,$737
2356,$739
4674,$740
4713,$740
2424,$742
7180,$745
7216,$745
2347,$746
6514,$746
3890,$749
3712,$751
5570,$751
4714,$753
4621,$754
4676,$754
5493,$754
7184,$754
3900,$756
2838,$758
3311,$758
4614,$758
5418,$758
4600,$759
5357,$759
3595,$761
2410,$762
3489,$762
3887,$762
5221,$762
5732,$762
7119,$762
5113,$764
5381,$764
7467,$764
3371,$765
4731,$766
3412,$767
3888,$767
7210,$767
2469,$768
2873,$770
5164,$770
4659,$771
2725,$772
3525,$772
5583,$773
7182,$773
2359,$774
2449,$774
3322,$774
3891,$774
3892,$774
4402,$774
3467,$775
4421,$776
4888,$777
3469,$778
3361,$779
5414,$779
5577,$779
2443,$781
2807,$781
3465,$781
4620,$781
7265,$782
2448,$783
5495,$783
4671,$784
7027,$784
7186,$784
7253,$784
2559,$785
2341,$786
2427,$786
3940,$786
4418,$788
5522,$788
2396,$789
6443,$789
6488,$790
3580,$791
3713,$791
5581,$791
5520,$792
4385,$794
5307,$794
5571,$794
7178,$794
2361,$795
2372,$795
2404,$795
3324,$795
7215,$795
7120,$796
4887,$797
5260,$798
2476,$802
2879,$803
2355,$804
5238,$804
2403,$805
4365,$805
2462,$806
5560,$806
2842,$807
2869,$807
3833,$807
2633,$808
2668,$808
3517,$808
3533,$808
4615,$808
3523,$809
4707,$809
5321,$809
5608,$809
3991,$811
2426,$812
4477,$812
5556,$812
5214,$813
7263,$813
2585,$814
3237,$814
3527,$815
3478,$816
5309,$817
3964,$819
5472,$819
6372,$819
6485,$819
3491,$820
7209,$821
3506,$824
5256,$824
6393,$824
2465,$825
6518,$825
7270,$825
2423,$826
3214,$828
4662,$828
2369,$829
3639,$829
3325,$830
3370,$830
3965,$830
2808,$831
3424,$831
2428,$832
3612,$832
2735,$833
3310,$833
3544,$833
3581,$833
4601,$833
4732,$833
5306,$833
5733,$833
7185,$833
4849,$834
5576,$835
4660,$836
5112,$836
3880,$838
5575,$838
2474,$839
2551,$839
2453,$840
3995,$840
4467,$840
4474,$840
5204,$840
2658,$841
5473,$841
5723,$841
7190,$841
3373,$842
4886,$842
6043,$843
7248,$843
2163,$844
3962,$844
4728,$844
4627,$845
5211,$846
2546,$848
3488,$849
4490,$849
7260,$849
3238,$850
3468,$850
4462,$850
4819,$851
7116,$851
2629,$852
4313,$853
5558,$853
2645,$854
4355,$854
5601,$855
7117,$855
2370,$857
2849,$857
3272,$857
4312,$859
7304,$859
3542,$860
3571,$860
4507,$860
6290,$860
4757,$861
4373,$862
4381,$862
3384,$863
5582,$863
6262,$863
7112,$863
2717,$864
3960,$865
3531,$866
3966,$866
7177,$866
7187,$866
5481,$868
3485,$869
3909,$869
5212,$869
4799,$870
2431,$871
2844,$871
4488,$871
7469,$871
3477,$872
3490,$874
3236,$875
3463,$875
3529,$875
3558,$875
6398,$875
6640,$875
2346,$877
5222,$877
5605,$877
4376,$878
2648,$880
5654,$880
6386,$880
3956,$881
5237,$881
4630,$882
2338,$885
3971,$885
5670,$886
2422,$887
3355,$887
3414,$887
4410,$887
5416,$887
5580,$887
3200,$888
4371,$888
2473,$889
4673,$890
5269,$890
6229,$890
3874,$891
5166,$891
3886,$892
2820,$893
2839,$893
5540,$893
2485,$894
3393,$894
2714,$895
3315,$895
3480,$895
2793,$896
3223,$896
5701,$899
2464,$900
2539,$900
2805,$900
3330,$900
3699,$900
3733,$900
3903,$900
4375,$900
4489,$900
4606,$900
4611,$900
5413,$900
5604,$900
6254,$900
6383,$900
6413,$900
4605,$901
3707,$902
5264,$902
6536,$902
2402,$903
3922,$903
2440,$905
2810,$905
3239,$905
3672,$905
3840,$906
2833,$907
3450,$907
4608,$907
2712,$908
2732,$908
4581,$908
5374,$908
5203,$909
5345,$909
2590,$910
3825,$910
4861,$910
5433,$910
3579,$911
2822,$912
3666,$912
2430,$913
3395,$913
5555,$913
2357,$914
4388,$914
4650,$914
5310,$914
5671,$914
3390,$915
3507,$915
5084,$915
3726,$916
5017,$917
2502,$918
3623,$918
3462,$919
4380,$919
5417,$920
2730,$921
3061,$921
6323,$921
7303,$921
3047,$922
3779,$922
5470,$922
7322,$922
2409,$923
3669,$923
5343,$923
2804,$924
2828,$924
3375,$924
3923,$924
2429,$925
3575,$926
5330,$927
6218,$927
3380,$928
3460,$928
4655,$929
2455,$931
2631,$931
2463,$932
3233,$933
3708,$933
3709,$933
5419,$933
6309,$933
2702,$935
7305,$935
2721,$936
6322,$936
2836,$937
3720,$937
5490,$937
3483,$938
3610,$938
4472,$938
3576,$939
3967,$939
6504,$939
3318,$940
3537,$940
4303,$941
7179,$942
3270,$943
3559,$943
3984,$943
4571,$943
7010,$943
3649,$944
3737,$944
6350,$944
847,$945
5253,$945
2447,$946
4374,$946
4895,$946
3885,$947
2460,$948
2537,$948
3950,$948
6275,$948
3309,$949
3746,$949
4205,$949
4739,$949
6321,$949
6434,$949
6489,$949
7254,$949
2441,$950
2641,$950
7325,$951
2587,$954
6410,$954
3000,$955
3379,$955
2809,$956
3292,$956
3293,$956
3388,$956
3799,$956
5265,$956
7315,$956
5165,$957
7262,$957
3568,$958
4378,$958
5412,$958
2832,$959
5724,$959
6044,$959
2470,$960
3356,$960
4114,$960
7016,$960
7140,$962
2536,$963
5279,$963
3556,$964
3842,$964
4677,$964
7019,$964
7320,$964
5573,$965
2803,$966
3391,$966
3566,$966
3573,$966
3617,$966
4756,$966
6385,$966
6419,$966
6705,$966
4361,$967
5275,$967
7310,$967
2609,$968
2794,$968
5278,$968
2482,$969
3363,$969
2827,$970
3741,$970
4362,$970
5012,$970
2541,$971
2880,$971
3360,$971
3396,$971
4856,$971
2528,$972
3317,$972
3701,$972
4468,$972
2358,$973
2360,$973
3177,$973
3915,$973
3939,$973
5223,$973
2319,$974
4353,$974
4570,$974
5010,$974
5554,$974
2545,$975
2790,$975
2843,$975
2875,$975
3567,$975
4892,$975
3608,$977
5431,$978
2733,$979
2263,$980
6718,$980
5280,$981
2387,$982
2868,$982
3738,$982
4287,$982
5013,$982
2594,$983
4377,$984
4387,$984
3530,$985
6315,$985
3858,$986
3286,$987
3563,$987
3636,$987
5550,$987
2312,$988
3851,$988
5301,$988
3714,$989
6304,$989
3387,$990
2876,$991
3219,$991
7306,$992
2713,$993
3260,$993
4883,$993
2700,$994
3730,$994
6253,$994
2586,$995
3638,$995
2327,$998
2123,NaN
3062,NaN
3134,"$1,628"
4009,NaN
4475,NaN
5950,NaN
6612,"$1,221"
6620,"$1,360"
7001,NaN
