postcode,Owned outright,Owned with a mortgage,Being purchased under a shared equity scheme,Rented,Being occupied rent-free,Being occupied under a life tenure scheme,Other tenure type,Not stated,Not applicable,Total
"2569, NSW",0,0,0,0,0,0,0,0,0,6
"2570, NSW",148,30,0,188,0,57,31,83,52,590
"2571, NSW",20,15,0,46,0,0,0,10,11,97
"2572, NSW",52,17,0,30,0,32,3,17,17,173
"2573, NSW",20,14,0,32,0,0,0,10,12,82
"2574, NSW",78,6,0,13,0,33,3,15,3,153
"2575, NSW",33,5,0,73,0,14,0,19,21,173
"2576, NSW",157,26,0,124,3,6,0,29,66,423
"2577, NSW",82,22,0,159,0,0,0,25,33,330
"2578, NSW",8,7,0,7,0,0,0,0,3,18
"2579, NSW",0,0,0,0,0,0,0,0,0,5
"2580, NSW",167,73,0,435,6,20,15,68,143,927
"2581, NSW",0,0,0,9,0,0,0,0,0,11
"2582, NSW",47,23,0,101,0,16,6,26,26,249
"2583, NSW",24,5,0,22,0,0,0,10,0,63
"2584, NSW",0,0,0,0,0,0,0,0,0,0
"2585, NSW",0,0,0,0,0,0,0,0,0,0
"2586, NSW",0,0,0,4,0,0,0,4,4,10
"2587, NSW",4,4,0,10,0,0,0,8,12,47
"2588, NSW",0,0,0,0,0,0,0,0,0,0
"2590, NSW",31,0,0,58,0,13,8,9,16,129
"2594, NSW",32,12,0,147,0,0,0,22,29,239
"2619, NSW",54,120,0,157,0,0,0,13,40,393
"2621, NSW",3,0,0,6,0,0,0,0,0,14
"2622, NSW",0,0,0,16,0,0,0,7,0,29
"2623, NSW",0,0,0,0,0,0,0,0,0,0
"2625, NSW",0,0,0,0,0,0,0,0,0,0
"2626, NSW",0,0,0,0,0,0,0,0,0,0
"2627, NSW",13,0,0,41,0,0,7,3,35,106
"2628, NSW",4,5,0,16,0,0,0,0,9,31
"2629, NSW",0,0,0,0,0,0,0,0,0,0
"2630, NSW",17,7,0,66,8,0,0,25,23,138
"2631, NSW",0,0,0,0,0,0,0,0,0,0
"2632, NSW",0,0,0,8,0,0,0,0,8,12
"2633, NSW",0,0,0,0,0,0,0,0,0,3
"2640, NSW",240,171,0,1303,15,7,0,214,353,2309
"2641, NSW",173,104,0,824,3,5,0,118,165,1398
"2642, NSW",3,5,0,10,0,0,0,0,5,20
"2643, NSW",12,0,0,20,0,0,0,10,7,43
"2644, NSW",4,0,0,3,0,0,0,0,7,17
"2645, NSW",0,0,0,0,0,0,0,0,0,0
"2646, NSW",39,15,0,53,0,4,0,11,20,142
"2647, NSW",18,0,0,11,0,6,0,4,13,60
"2648, NSW",3,0,0,6,0,0,0,0,3,13
"2649, NSW",0,0,0,0,0,0,0,0,0,0
"2650, NSW",179,51,0,404,5,33,31,85,143,945
"2651, NSW",0,0,0,0,0,0,0,0,0,0
"2652, NSW",0,0,0,0,0,0,0,0,0,3
"2653, NSW",4,0,0,14,0,0,0,0,0,15
"2655, NSW",0,0,0,7,0,0,0,0,0,0
"2656, NSW",0,0,0,0,0,0,0,0,0,0
"2658, NSW",0,0,0,5,0,0,0,4,5,21
"2659, NSW",0,0,0,0,0,0,0,0,0,4
"2660, NSW",0,3,0,6,0,0,0,0,3,11
"2661, NSW",0,0,0,0,0,0,0,0,0,0
"2663, NSW",7,3,0,27,0,0,0,3,8,44
"2665, NSW",0,0,0,4,0,0,0,0,0,9
"2666, NSW",9,3,0,17,0,0,0,6,12,51
"2668, NSW",0,0,0,0,0,0,0,0,0,0
"2669, NSW",0,0,0,0,0,0,0,0,0,0
"2671, NSW",4,0,0,5,0,0,0,3,0,14
"2672, NSW",0,0,0,0,0,0,0,3,0,7
"2675, NSW",0,0,0,0,0,0,0,0,0,0
"2678, NSW",0,0,0,0,0,0,0,0,0,0
"2680, NSW",93,34,0,222,0,14,3,56,59,483
"2681, NSW",4,0,0,4,0,0,0,0,0,11
"2700, NSW",9,4,0,20,0,0,0,26,9,68
"2701, NSW",0,0,0,0,0,0,0,0,0,5
"2702, NSW",0,0,0,0,0,0,0,0,0,0
"2703, NSW",0,0,0,8,0,0,0,7,0,18
"2705, NSW",40,16,0,104,0,0,0,12,43,214
"2706, NSW",0,0,0,3,0,0,0,0,0,3
"2707, NSW",0,0,0,0,0,0,0,0,0,0
"2710, NSW",8,3,0,55,0,0,0,19,14,101
"2711, NSW",0,0,0,20,0,0,0,0,11,36
"2712, NSW",0,0,0,0,0,0,0,0,0,0
"2713, NSW",9,3,0,35,0,0,0,8,8,59
"2714, NSW",5,0,0,16,0,0,0,0,13,41
"2715, NSW",0,0,0,13,0,0,0,3,9,24
"2716, NSW",0,0,0,0,0,0,0,0,0,0
"2717, NSW",0,0,0,21,0,0,0,3,3,26
"2720, NSW",16,0,0,48,3,5,0,14,19,108
"2721, NSW",0,0,0,0,0,0,0,0,0,0
"2722, NSW",5,0,0,18,4,0,0,3,9,34
"2725, NSW",0,0,0,0,0,0,0,0,0,0
"2726, NSW",0,0,0,0,0,0,0,0,0,0
"2727, NSW",0,0,0,0,0,0,0,0,0,0
"2729, NSW",0,0,0,3,0,0,0,0,0,3
"2730, NSW",0,0,0,3,0,0,0,7,3,16
"2731, NSW",51,8,0,32,3,18,5,13,36,162
"2732, NSW",20,4,0,17,6,0,0,6,8,55
"2733, NSW",0,0,0,0,0,0,0,0,0,0
"2734, NSW",0,0,0,0,0,0,0,0,0,0
"2735, NSW",0,0,0,0,0,0,0,0,0,0
"2736, NSW",0,0,0,0,0,0,0,0,0,0
"2737, NSW",0,0,0,3,0,0,0,0,0,3
"2738, NSW",0,0,0,0,0,0,0,0,0,0
"2739, NSW",0,0,0,7,0,0,0,0,4,17
"2745, NSW",34,39,0,65,0,0,0,13,10,166
"2747, NSW",129,187,0,349,3,24,4,72,66,828
"2748, NSW",0,0,0,4,0,0,0,0,0,9
"2749, NSW",26,49,0,131,0,0,0,32,20,254
"2750, NSW",398,110,0,452,13,6,0,143,86,1208
"2752, NSW",3,3,0,0,0,0,0,0,0,10
"2753, NSW",156,66,0,289,0,0,0,64,49,631
"2754, NSW",51,48,0,107,0,3,0,7,20,228
"2755, NSW",0,0,0,0,0,0,0,0,0,0
"2756, NSW",103,182,0,504,7,4,0,93,79,969
"2757, NSW",0,0,0,0,0,0,0,0,0,0
"2758, NSW",0,0,0,13,0,0,0,3,0,18
"2759, NSW",3,10,0,25,0,0,0,0,5,55
"2760, NSW",88,119,0,309,0,0,0,77,54,639
"2761, NSW",46,72,0,113,6,15,11,24,21,304
"2762, NSW",40,93,3,51,0,0,0,9,9,192
"2763, NSW",706,1554,0,616,8,0,5,46,43,2987
"2765, NSW",62,16,0,33,4,0,5,30,7,158
"2766, NSW",27,39,0,96,0,5,0,17,11,199
"2767, NSW",16,21,0,102,0,3,0,24,18,177
"2768, NSW",40,98,0,41,3,0,0,0,0,187
"2769, NSW",73,237,0,90,0,17,4,17,8,452
"2770, NSW",100,219,4,482,3,4,0,102,55,966
"2773, NSW",23,5,0,25,0,6,0,10,5,71
"2774, NSW",41,14,0,42,0,0,0,5,9,122
"2775, NSW",0,0,0,0,0,0,0,0,0,0
"2776, NSW",4,0,0,9,0,0,0,0,4,11
"2777, NSW",95,20,0,117,0,25,13,17,27,314
"2778, NSW",0,3,0,0,0,0,0,0,0,5
"2779, NSW",17,3,0,17,0,0,0,6,13,52
"2780, NSW",37,12,0,128,0,9,6,46,50,278
"2782, NSW",26,6,0,35,3,0,0,0,4,79
"2783, NSW",4,0,0,5,0,0,0,0,0,11
"2784, NSW",0,0,0,6,0,0,0,0,0,13
"2785, NSW",4,0,0,27,0,0,0,3,8,42
"2786, NSW",0,0,0,0,0,0,0,0,0,6
"2787, NSW",0,0,0,7,0,0,0,7,3,20
"2790, NSW",100,19,0,267,0,17,3,57,102,562
"2791, NSW",0,0,0,0,0,0,0,0,0,3
"2792, NSW",0,0,0,0,0,0,0,0,0,0
"2793, NSW",0,0,0,0,0,0,0,0,0,0
"2794, NSW",41,13,0,78,5,5,8,30,20,195
"2795, NSW",244,124,0,727,8,5,3,131,252,1496
"2797, NSW",0,0,0,0,0,0,0,0,0,0
"2798, NSW",0,0,0,0,0,0,0,0,0,0
"2799, NSW",3,3,0,19,0,0,0,3,6,32
"2800, NSW",223,87,0,846,9,12,7,154,230,1563
"2803, NSW",0,0,0,0,0,0,0,0,0,0
"2804, NSW",0,0,0,3,0,0,0,0,0,5
"2805, NSW",0,0,0,0,0,0,0,0,0,0
"2806, NSW",0,0,0,3,0,0,0,0,3,3
"2807, NSW",63,20,0,6,4,0,0,19,21,129
"2808, NSW",0,0,0,0,0,0,0,0,0,0
"2809, NSW",5,0,0,0,0,0,0,5,0,11
"2810, NSW",8,0,0,27,0,0,0,3,5,44
"2817, NSW",0,0,0,0,0,0,0,0,0,0
"2818, NSW",0,0,0,0,0,0,0,0,0,0
"2820, NSW",9,3,0,67,0,0,0,9,19,112
"2821, NSW",4,5,0,18,0,0,0,3,4,32
"2822, NSW",0,0,0,0,0,0,0,0,0,0
"2823, NSW",0,0,0,7,0,0,0,0,11,16
"2824, NSW",0,0,0,7,0,0,0,4,5,21
"2825, NSW",3,0,0,24,0,0,0,6,14,46
"2826, NSW",0,0,0,0,0,0,0,0,0,0
"2827, NSW",0,0,0,0,0,0,0,0,4,6
"2828, NSW",3,0,0,6,0,0,0,0,8,15
"2829, NSW",0,0,0,0,0,0,0,0,0,4
"2830, NSW",132,85,0,663,5,16,5,98,139,1145
"2831, NSW",0,0,0,0,0,0,0,0,0,0
"2832, NSW",0,0,0,0,0,0,0,0,0,4
"2833, NSW",0,0,0,0,0,0,0,0,0,0
"2834, NSW",0,0,0,0,0,0,0,0,0,3
"2835, NSW",0,0,0,26,0,0,0,3,16,40
"2836, NSW",0,0,0,9,0,0,0,3,12,22
"2838, NSW",0,0,0,0,0,0,0,0,0,0
"2839, NSW",0,0,0,0,0,0,0,0,4,5
"2840, NSW",0,0,0,15,0,0,0,9,0,22
"2842, NSW",0,0,0,0,0,0,0,0,0,0
"2843, NSW",0,0,0,0,0,0,0,0,0,0
"2844, NSW",0,0,0,0,0,0,0,0,0,0
"2845, NSW",6,0,0,12,0,0,0,7,0,22
"2846, NSW",0,0,0,0,0,0,0,0,0,0
"2847, NSW",3,4,0,0,0,0,0,0,0,10
"2848, NSW",0,0,0,9,0,0,0,3,5,15
"2849, NSW",0,0,0,0,0,0,0,0,0,0
"2850, NSW",45,26,0,189,4,4,0,46,75,383
"2852, NSW",0,0,0,35,0,0,0,11,3,56
"2864, NSW",0,0,0,0,0,0,0,0,3,0
"2865, NSW",0,0,0,0,0,0,0,0,0,0
"2866, NSW",0,0,0,14,0,0,0,3,0,21
"2867, NSW",0,0,0,0,0,0,0,0,0,0
"2868, NSW",0,0,0,0,0,0,0,0,0,0
"2869, NSW",0,0,0,6,0,0,0,6,5,14
"2870, NSW",27,11,0,90,0,0,0,34,35,193
"2871, NSW",28,0,3,81,0,0,0,16,28,153
"2873, NSW",0,0,0,0,0,0,0,0,0,0
"2874, NSW",0,0,0,0,0,0,0,0,0,0
"2875, NSW",0,0,0,0,0,0,0,0,0,0
"2876, NSW",0,0,0,0,0,0,0,0,0,0
"2877, NSW",0,0,0,6,0,0,0,4,0,12
"2878, NSW",0,0,0,0,0,0,0,0,0,0
"2879, NSW",0,0,0,6,0,0,0,3,3,14
"2880, NSW",32,11,0,105,0,4,0,21,71,244
"2898, NSW",0,0,0,0,0,0,0,0,0,0
"3000, VIC",0,0,0,5,0,0,0,0,0,11
"3002, VIC",49,19,0,41,4,0,0,7,10,125
"3003, VIC",40,41,0,95,5,0,3,23,23,228
"3004, VIC",0,0,0,0,0,0,0,0,0,0
"3005, VIC",0,0,0,0,0,0,0,0,0,0
"3006, VIC",0,0,0,13,0,0,0,0,3,15
"3008, VIC",0,0,0,0,0,0,0,0,0,4
"3010, VIC",0,0,0,0,0,0,0,0,0,0
"3011, VIC",52,122,0,266,0,3,0,45,59,556
"3012, VIC",128,247,0,633,10,3,6,117,130,1276
"3013, VIC",74,94,0,169,4,0,0,25,28,398
"3015, VIC",102,218,0,359,10,0,0,54,90,821
"3016, VIC",180,164,0,236,4,0,0,42,66,695
"3018, VIC",344,168,0,367,8,4,4,97,108,1101
"3019, VIC",94,123,0,466,6,9,4,81,63,837
"3020, VIC",241,270,5,638,12,0,3,125,118,1411
"3021, VIC",204,249,5,743,21,4,4,192,150,1566
"3022, VIC",17,41,0,60,3,0,0,14,8,139
"3023, VIC",230,268,4,301,4,32,15,75,74,1004
"3024, VIC",37,83,0,85,3,0,0,11,12,231
"3025, VIC",134,137,0,179,4,0,0,57,44,559
"3026, VIC",6,0,0,5,0,0,0,0,0,8
"3027, VIC",8,65,0,27,0,0,0,4,5,114
"3028, VIC",476,546,3,641,7,0,9,110,120,1911
"3029, VIC",683,1784,4,1132,12,46,28,188,188,4070
"3030, VIC",539,825,4,1395,11,67,23,233,247,3354
"3031, VIC",276,385,0,572,9,3,6,86,135,1473
"3032, VIC",222,247,0,312,5,0,6,51,81,930
"3033, VIC",118,116,0,135,7,0,0,40,38,445
"3034, VIC",108,94,0,98,0,6,0,24,36,358
"3036, VIC",73,14,0,28,0,34,15,24,38,225
"3037, VIC",421,612,4,579,7,31,6,112,104,1884
"3038, VIC",269,172,0,143,4,31,9,61,46,740
"3039, VIC",150,133,0,177,9,0,5,41,67,589
"3040, VIC",149,125,0,285,9,0,0,49,80,694
"3041, VIC",122,85,0,131,3,0,0,36,23,403
"3042, VIC",293,254,0,338,3,0,6,69,89,1049
"3043, VIC",146,261,0,551,10,0,0,106,87,1164
"3044, VIC",340,365,0,733,10,0,3,132,175,1745
"3045, VIC",0,0,0,0,0,0,0,0,0,0
"3046, VIC",222,348,0,756,14,3,5,136,161,1644
"3047, VIC",9,36,0,210,0,0,3,32,23,316
"3048, VIC",67,196,5,246,4,0,3,69,56,646
"3049, VIC",42,73,0,77,5,0,0,14,10,225
"3050, VIC",0,0,0,0,0,0,0,0,0,0
"3051, VIC",126,118,0,333,12,0,4,63,76,736
"3052, VIC",48,27,0,55,3,0,0,9,18,156
"3053, VIC",98,70,0,252,14,0,3,48,75,564
"3054, VIC",549,329,0,802,19,3,9,86,182,1984
"3055, VIC",101,127,0,315,0,4,6,42,51,641
"3056, VIC",362,367,3,895,21,0,5,119,182,1951
"3057, VIC",154,119,0,349,13,0,4,52,74,752
"3058, VIC",269,321,0,654,11,5,4,110,121,1490
"3059, VIC",16,30,0,26,0,0,0,4,6,90
"3060, VIC",53,51,0,186,0,0,0,37,32,364
"3061, VIC",9,12,0,23,0,0,0,9,12,68
"3062, VIC",0,0,0,0,0,0,0,0,0,0
"3063, VIC",0,0,0,0,0,0,0,0,0,0
"3064, VIC",154,488,0,603,0,6,7,131,78,1474
"3065, VIC",107,102,0,214,3,0,0,38,47,517
"3066, VIC",54,90,0,172,4,0,0,52,35,407
"3067, VIC",124,162,0,216,8,0,0,58,58,630
"3068, VIC",786,681,4,1032,26,5,12,203,270,3015
"3070, VIC",445,463,0,647,11,0,7,97,171,1844
"3071, VIC",162,181,0,359,10,3,0,50,72,841
"3072, VIC",335,394,6,1097,24,9,4,209,207,2278
"3073, VIC",535,748,3,2187,24,29,11,390,368,4301
"3074, VIC",45,89,0,239,4,5,3,60,48,495
"3075, VIC",31,62,0,97,3,0,0,35,19,251
"3076, VIC",296,430,8,519,3,23,10,91,91,1470
"3078, VIC",99,90,0,176,0,0,4,25,42,447
"3079, VIC",119,115,0,280,3,4,0,35,59,611
"3081, VIC",193,244,0,589,7,9,6,144,124,1316
"3082, VIC",356,364,0,308,12,0,0,60,43,1134
"3083, VIC",113,127,0,320,5,4,0,62,74,711
"3084, VIC",200,160,0,308,3,4,6,67,127,878
"3085, VIC",198,129,0,221,10,27,9,43,74,705
"3086, VIC",0,0,0,0,0,0,0,0,0,0
"3087, VIC",53,38,0,143,0,0,0,13,15,263
"3088, VIC",165,178,3,338,4,9,8,48,73,820
"3089, VIC",29,27,0,54,3,0,0,9,14,131
"3090, VIC",0,0,0,0,0,0,0,0,0,0
"3091, VIC",0,0,0,0,0,0,0,0,0,0
"3093, VIC",57,56,0,66,0,0,0,10,15,212
"3094, VIC",84,110,0,136,0,3,0,27,72,435
"3095, VIC",68,24,0,78,4,5,0,32,38,257
"3096, VIC",0,0,0,0,0,0,0,0,0,3
"3097, VIC",0,0,0,0,0,0,0,0,0,4
"3099, VIC",4,0,0,25,0,0,0,0,3,28
"3101, VIC",365,224,0,352,18,0,6,57,119,1141
"3102, VIC",121,72,0,123,4,0,0,17,40,379
"3103, VIC",427,161,3,386,22,3,7,45,158,1212
"3104, VIC",201,76,0,156,3,0,0,19,68,530
"3105, VIC",48,15,0,40,3,0,0,15,9,129
"3106, VIC",173,77,0,89,9,19,16,31,44,460
"3107, VIC",121,60,0,88,0,0,0,25,32,327
"3108, VIC",190,134,0,247,6,0,0,41,73,703
"3109, VIC",352,200,3,372,13,16,10,143,123,1239
"3111, VIC",93,42,0,65,0,35,10,26,49,318
"3113, VIC",0,0,0,9,0,0,0,0,0,10
"3114, VIC",0,0,0,0,0,0,0,0,0,0
"3115, VIC",0,0,0,0,0,0,0,0,0,0
"3116, VIC",0,9,0,0,0,0,0,0,0,18
"3121, VIC",772,679,0,1096,20,5,14,207,288,3083
"3122, VIC",446,334,0,369,5,6,11,82,119,1365
"3123, VIC",218,178,0,225,6,0,3,49,62,744
"3124, VIC",395,229,0,417,4,0,9,58,144,1260
"3125, VIC",292,96,0,263,6,54,14,63,97,878
"3126, VIC",160,88,0,201,5,4,0,29,73,557
"3127, VIC",382,278,0,576,16,9,3,63,170,1501
"3128, VIC",281,184,0,617,10,63,25,80,155,1416
"3129, VIC",416,295,0,484,17,3,4,50,132,1397
"3130, VIC",558,316,0,599,19,9,5,87,155,1742
"3131, VIC",440,375,3,766,10,46,18,121,166,1948
"3132, VIC",364,351,0,602,6,0,5,72,112,1508
"3133, VIC",242,168,4,202,4,60,12,24,80,797
"3134, VIC",137,95,6,461,0,12,3,91,145,945
"3135, VIC",38,79,0,224,5,5,0,47,69,463
"3136, VIC",128,189,0,313,0,0,0,112,119,860
"3137, VIC",201,105,6,119,4,47,6,53,65,601
"3138, VIC",48,45,0,102,0,0,0,30,45,266
"3139, VIC",7,5,0,3,0,0,0,0,3,15
"3140, VIC",319,142,0,338,0,31,10,88,113,1037
"3141, VIC",228,137,3,341,28,0,5,71,133,940
"3142, VIC",104,41,0,71,16,0,3,21,37,295
"3143, VIC",176,111,0,127,5,3,3,20,69,515
"3144, VIC",182,102,0,102,6,0,0,19,69,485
"3145, VIC",415,332,0,528,8,6,3,79,166,1539
"3146, VIC",384,280,0,418,11,11,7,52,123,1281
"3147, VIC",111,101,0,274,0,7,0,43,61,595
"3148, VIC",70,99,0,175,5,0,0,44,31,425
"3149, VIC",188,156,0,224,3,0,3,49,83,708
"3150, VIC",521,228,4,275,9,97,23,107,151,1405
"3151, VIC",170,103,0,128,6,40,4,21,42,506
"3152, VIC",349,110,5,162,8,257,54,102,144,1194
"3153, VIC",376,537,5,511,3,3,8,126,123,1691
"3154, VIC",6,11,0,11,0,0,0,0,4,34
"3155, VIC",400,379,0,584,9,0,3,115,143,1629
"3156, VIC",134,162,0,242,4,6,5,51,95,697
"3158, VIC",0,4,0,12,0,0,0,0,0,15
"3159, VIC",0,0,0,0,0,0,0,0,0,0
"3160, VIC",11,3,0,14,0,0,0,7,9,44
"3161, VIC",238,200,0,300,19,0,3,45,90,905
"3162, VIC",455,367,0,440,20,5,13,86,151,1541
"3163, VIC",774,701,0,1129,33,4,10,161,264,3079
"3165, VIC",224,255,0,278,10,0,6,50,67,889
"3166, VIC",243,217,0,565,8,6,3,82,133,1248
"3167, VIC",39,39,0,100,0,0,0,13,20,214
"3168, VIC",192,222,3,864,11,12,11,120,122,1549
"3169, VIC",192,246,0,701,13,3,8,123,107,1398
"3170, VIC",107,154,0,159,3,6,8,37,39,513
"3171, VIC",161,176,0,525,19,0,0,92,51,1020
"3172, VIC",354,191,0,251,10,18,3,68,77,977
"3173, VIC",88,101,0,114,3,0,0,17,20,353
"3174, VIC",132,192,0,722,6,6,0,153,156,1367
"3175, VIC",511,527,3,1928,17,20,18,343,322,3686
"3177, VIC",81,154,4,291,4,4,0,41,40,610
"3178, VIC",223,6,0,11,0,38,17,28,35,359
"3179, VIC",4,7,0,5,0,0,0,3,0,22
"3180, VIC",127,63,0,55,0,33,8,20,31,329
"3181, VIC",529,439,0,683,21,0,9,143,227,2052
"3182, VIC",217,228,0,255,3,0,5,76,89,871
"3183, VIC",204,244,0,254,10,0,0,54,92,859
"3184, VIC",208,225,0,182,0,5,3,42,58,714
"3185, VIC",217,151,0,226,18,0,0,47,78,728
"3186, VIC",333,169,0,377,15,7,4,48,133,1079
"3187, VIC",241,189,3,210,7,24,6,47,77,802
"3188, VIC",254,228,0,440,15,4,9,59,148,1155
"3189, VIC",17,42,0,73,0,0,0,20,8,159
"3190, VIC",235,288,0,341,6,5,3,44,89,1009
"3191, VIC",209,138,0,205,3,0,3,39,70,660
"3192, VIC",358,356,0,455,15,8,3,59,121,1377
"3193, VIC",354,188,0,272,4,3,3,59,101,998
"3194, VIC",347,304,5,573,22,0,8,75,155,1482
"3195, VIC",626,710,0,782,6,10,7,158,228,2525
"3196, VIC",447,517,0,537,4,3,7,111,137,1756
"3197, VIC",275,208,6,234,7,20,21,82,117,974
"3198, VIC",219,227,7,513,0,91,17,125,125,1316
"3199, VIC",541,437,7,1556,9,281,31,314,333,3515
"3200, VIC",5,3,0,86,0,0,0,21,11,128
"3201, VIC",231,342,0,503,8,20,12,122,116,1356
"3202, VIC",8,14,0,26,0,0,0,6,4,55
"3204, VIC",376,361,0,545,6,5,3,98,131,1523
"3205, VIC",254,239,0,367,9,3,3,57,113,1042
"3206, VIC",647,415,0,504,13,4,3,102,270,1969
"3207, VIC",421,397,0,488,20,4,12,96,183,1618
"3211, VIC",0,0,0,0,0,0,0,0,0,0
"3212, VIC",93,120,0,256,4,0,3,36,44,557
"3213, VIC",0,0,0,27,0,0,0,0,6,33
"3214, VIC",51,67,0,601,3,4,0,119,85,922
"3215, VIC",134,127,0,529,8,0,4,80,113,982
"3216, VIC",625,368,4,1294,17,65,17,190,301,2879
"3217, VIC",0,3,0,3,0,0,0,0,0,12
"3218, VIC",79,48,0,234,0,0,0,39,51,453
"3219, VIC",147,143,0,659,0,0,0,90,163,1203
"3220, VIC",183,110,0,567,7,7,0,105,161,1133
"3221, VIC",0,0,0,0,0,0,0,0,0,0
"3222, VIC",65,23,0,74,0,0,0,8,22,190
"3223, VIC",34,10,0,72,0,0,0,23,89,222
"3224, VIC",128,48,0,107,3,13,9,26,43,377
"3225, VIC",48,11,0,30,0,0,0,11,77,172
"3226, VIC",83,45,0,131,5,0,0,25,139,439
"3227, VIC",39,11,0,16,3,0,0,9,65,149
"3228, VIC",72,35,0,118,3,11,3,14,143,400
"3230, VIC",4,3,0,8,0,0,0,9,20,49
"3231, VIC",0,0,0,0,0,0,0,0,12,12
"3232, VIC",0,0,0,4,0,0,0,0,28,36
"3233, VIC",4,0,0,27,0,0,0,6,43,74
"3234, VIC",0,0,0,0,0,0,0,0,0,0
"3235, VIC",0,0,0,0,0,0,0,0,0,0
"3236, VIC",0,0,0,0,0,0,0,0,0,0
"3237, VIC",0,0,0,0,0,0,0,0,0,0
"3238, VIC",0,0,0,3,0,0,0,0,0,3
"3239, VIC",0,0,0,0,0,0,0,0,0,0
"3240, VIC",0,0,0,0,0,0,0,0,0,0
"3241, VIC",0,0,0,0,0,0,0,0,0,0
"3242, VIC",0,0,0,0,0,0,0,0,0,0
"3243, VIC",0,0,0,0,0,0,0,0,0,0
